time, G1_p, G2_p, G4_p, G3_p, v1, v2, v3, v4, v5, v6, v7, v8, v9, v10, v11
0.038000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.039000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.040000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.041000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.042000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.043000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.044000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.045000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.046000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.047000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.048000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.049000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.050000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.051000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.052000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.053000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.054000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.055000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.056000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.057000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.058000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.059000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.060000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.061000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.062000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.063000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.064000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.065000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.066000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.067000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.068000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.069000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.070000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.071000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.072000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.073000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.074000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.075000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.076000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.077000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.078000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.079000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.080000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.081000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.082000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.083000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.084000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.085000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.086000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.087000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.088000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.089000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.090000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.091000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.092000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.093000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.094000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.095000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.096000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.097000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.098000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.099000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.100000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.101000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.102000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.103000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.104000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.105000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.106000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.107000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.108000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.109000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.110000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.111000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.112000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.113000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.114000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.115000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.116000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.117000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.118000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.119000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.120000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.121000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.122000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.123000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.124000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.125000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.126000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.127000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.128000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.129000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.130000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.131000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.132000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.133000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.134000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.135000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.136000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.137000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.138000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.139000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.140000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.141000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.142000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.143000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.144000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
0.145000, 700.000000, 700.000000, 719.097507, 700.000000, 1.030000, 1.010000, 1.030000, 1.010000, 1.006450, 0.978117, 0.960991, 0.948557, 0.971341, 0.983446, 1.008249
